listing_id,date,comments,sentiment_score,sentiment_category
18588302,2017-08-11,交通便利。位於siam與terminal1中間。非常乾淨,0.5474066734313965,Positive
12332076,2016-11-20,"The place was well located, clean and comfortable. We had a good stay and the host was really quick to respond. Would stay again. ",0.8917514681816101,Positive
1063137268505378988,2025-08-28,The best one,0.8995822668075562,Positive
42557011,2025-10-03,It was great I’d stay here again!,0.9055405259132385,Positive
15904729,2024-02-21,在這裏度過了愉快的假期，房子整理的很乾淨，空間很大，很多活動空間！整體來說乾淨舒服，期待下次再入住,0.7594953775405884,Positive
737979074521573008,2025-07-19,"Lovely apartment, beautiful view, all you need right there, a 7 elven, pool, roof restaurant, outside food stalls. <br/>Very comfy place, with great details like paper towel and inspiring pics in the living room. <br/>First time in Bangkok with family and small child. <br/>This was a perfect place.",0.8538588881492615,Positive
1479088723064293592,2026-03-17,very lovely place felt at home the moment we entered but the bed and sofa  is just extremely uncomfortable (hard) other than that the place was beautiful!!,0.26882973313331604,Positive
9647994,2017-03-16,这个公寓在轻轨N7站旁边 交通便利 楼下有7-11便利店 在顶楼有泳池和健身房 非常不错 房东人很好 给予我们很多帮助 谢谢啦,0.6366169452667236,Positive
40240450,2023-11-13,"Renovated house with all the equipment you could need. Conveniently located in the historic center of Bangkok, you'll have the whole house for yourself, including 2 bedrooms and a study. Perfect to visit Bangkok!",0.7768009901046753,Positive
584886798956376113,2022-12-26,"Great little apartment. It is quiet and the wifi is great. I had an AC issue, and Aegkawut immediately sent someone to look at it, and the next day she organised professionals to clean and service the whole AC unit. I find it very professional and caring.  The apartment is far from touristic places and although MRT is only a stone's throw away, it still takes some time to get to the sights and centres. I still think it is absolutely worth it to stay there despite the distance, just for the quiet and perfect amenities the condo complex offers.  Being a swimmer,  I loved the swimming pool on the 5th floor. It is large and  always perfectly clean.  Should I retuen, I'd surely consider coming back here again.. Thank you for everything !",0.15008267760276794,Positive
16268839,2024-02-14,入住体验非常好 房东非常热情 房东家里有很多可爱的小猫 都超级可爱 早上还能吃到好吃的早餐🍳,0.7851911187171936,Positive
858338,2014-02-05,This was a great place to land after a long flight! The directions Evan sent frim the airport were very clear and i made it without taking a taxi (assuming youre comfortable with subway maps in the first place). It would have been even better i think for two people plenty of space and privacy. Evan is super laid back ask him for recommendations the hotel malaysia spa is right nearby- cheap and amazing. Be sure to go as soon as you check in.,0.5849708914756775,Positive
812839397613635662,2024-02-01,"I stayed with my family for three days. The house was very clean and comfortable. And in the meantime, a lot of help was provided, thanks for this journey. Life is convenient, the facilities are perfect, there are laundry, kitchen, living room available, the most pleasant surprise is that the room has a projector. Quiet living environment for long-term living",0.8619972467422485,Positive
32181691,2023-10-09,very clean and quite place. view is very nice as well. host also very kind and easy to reach her.,0.798994243144989,Positive
30869464,2019-07-22,地理位置超棒，150左右 往地铁站那里走 ，有本地人去的商城，里面吃的超划算 ，谁去谁知道哈哈 。房东很nice,0.46806466579437256,Positive
9502628,2024-03-27,"L’alloggio di Jirakorn è stato fantastico. Ottima posizione, buon condizionatore in camera, vicino a Khaosan Road. Ho persino lasciato dei vestiti da lavare e asciugare al mattino e li ho trovati pronti alla sera. Consigliatissimo!",0.8968380689620972,Positive
605314,2018-09-20,房东应该是个美国人，我和他是用爱彼迎联系，回的速度挺快的！人也非常好，就是没有电梯，最高应该6楼！房间没有牙刷和洗发露啥的，没有微波炉，有个小型的冰箱，其他房间不知道有没有，楼下有个小酒吧，总体还可以，就是比较偏，在小巷子里！,0.09650957584381104,Positive
39824458,2024-11-27,Top!,0.7272031903266907,Positive
1238197632123249244,2024-10-21,Good,0.2855571210384369,Positive
41439202,2025-12-18,MOさんの部屋は写真通りで広々としていた<br/>窓が多く明るい<br/>プロンポン駅からすぐ<br/>近くにTOPSというスーパーマーケットがあり通りに出て右に横断歩道がある<br/>大きなバスタブがある<br/>テレビトラブルがあったがすぐに対応してくれた<br/>またバンコクに来る時は再訪したい,0.4229170083999634,Positive
1100487925515748927,2026-03-30,It was a great stay! Super convenient for everything I needed and had great accommodations. I would stay here again!,0.9238959550857544,Positive
48235290,2024-02-27,"5 star all day/night long. Hands down one of the COOLEST BnBs I’ve ever stayed at. Lots of street food,  boujee places and everything in between. Spent 3 night and it’s a more than one night recommendation. Really good A/C quarters and lots of chill space. Thanks roger. Be seein ya",0.854185163974762,Positive
50900417,2024-07-29,"Very nice place to stay in Bangkok.  Big and clear house with everything that you need. Private quiet area,  near malls and shops.  Recommend for families :)",0.8745012283325195,Positive
1344645234409550982,2026-04-01,exceèeeeeeeeeeeelent,-0.06813883781433105,Negative
1449245707210933842,2025-11-09,"It was surprisingly a great 2 bedrooms 2 baths place to stay. The room had everything we needed, the bed was high and good. A/C is brandnew so it works well. Being the Superhost myself with 15 listings, I gave the stay a Thump Up! The only comment I have is the linens & Duvet can be more of fine quality and the long strip window in the bedroom needs window covering. Other than that , I found my new favourite place to stay! Good Luck.",0.7606050968170166,Positive
1138906369979398537,2026-02-26,"We had a lovely stay at James’ place, no problems and would easily come stay again!",0.9088283181190491,Positive
878900006027101879,2025-09-28,Everything was perfect. We were so lucky to be visited by their cute cat. 😊 It's almost close to everything and we definitely had a nice and enjoyable stay. I recommend Homies to everyone looking for a great place to stay in Bangkok.,0.8892183899879456,Positive
34429149,2024-11-07,"一家大細到曼谷旅遊, 由於BB只有18個月希望找到間能提供嬰兒床的Air bnb, 屋主能提供嬰兒床, 非常貼心。<br/>屋主回覆非常快, 很快就能解決問題。<br/>地點很好, 附近有齊便利店, 設施很齊全。廚房用具很充足, 什麼都有。<br/>會推薦其他親友入住。",0.4312666654586792,Positive
32023366,2023-03-05,Cool,0.29969358444213867,Positive
17516796,2022-10-12,"We really enjoyed our stay at Dana’s apartment. The location is really convenient, close to supermarkets and subway ( 15 mins walk ), you’ll find everything for a comfortable stay there. Dana is very kind and helpful host. We’ll be happy to rent this place again if there’ll be an opportunity.",0.8974484205245972,Positive
943889474156593326,2025-01-08,"We had an amazing stay in this little gem!<br/>The place was super clean and cozy, and is less than 10 minutes away from BTS, so exploring Bangkok is really easy...<br/>We would definitely stay here again! :)",0.9043843746185303,Positive
822930247695922440,2023-08-12,"We had a wonderful stay in Morri’s apartment with incredible communal facilities including a large rooftop pool with adjoining hot tub situated in a tranquil rooftop park with sunbeds and state of the art gym and lovely indoor  seating areas. We also enjoyed having Joddfairs Night Market, 7-11 shop, a Starbucks & an MRT Underground rail station close by.",0.8619049191474915,Positive
49534763,2022-02-13,"Amazing place , must stay.",0.8379395008087158,Positive
29795239,2019-06-24,Perfect 1st vacation in Bangkok for my family! Max and his place made it possible.,0.9215166568756104,Positive
14035516,2018-12-17,good location,0.5612996816635132,Positive
944300559104801681,2026-04-07,호스트분 너무 친절하게 잘설명해 주시고 답장도 빨라요<br/>숙소도 좋고 다음에 또 이용하겠습니다,0.8399455547332764,Positive
39591535,2025-02-08,"De ruimte was schoon  en de locatie is rustig aan t einde van een straat. Het enige wat ik miste was een waterkoker en een kleine ijskast dat zou het net iets comfortabeler maken. Verder krijg je precies waarvoor je betaald. Locatie is erg goed, 10 minuten lopen naar het park (Lunphini) wat erg prettig is als je langer hier verblijft en af en toe een wandeling wil maken.",0.8265560269355774,Positive
29952176,2026-01-26,Thoroughly enjoyed our stay at Mooncome Homestay :)<br/>Hosts were extremely responsive and easy to reach for concerns. Special requests were considered and accommodated. <br/>The place was clean and filled with cute cats! The space was roomy and could comfortably fit 3 adults. The breakfast options were also excellent :) The home was also very near public transportation and vibrant communities to visit.<br/>I appreciate the hosts' transparency with their place and any guidelines that needed to be followed. They also provide a local guide for the surrounding areas.,0.8572633266448975,Positive
920159789062723056,2023-09-07,房子非常干净整洁，位置好，去哪里都很方便。在我在餐厅没办法结账的时候，房东及时拯救了我，下次还会入住，非常感谢🩷,0.6360453963279724,Positive
39886353,2020-11-01,ที่พักน่ารักมากๆ เดินทางง่ายค่ะไม่ไกลจากถนนใหญ่จ้า พนักงานก็น่ารัก คุยง่ายจ้า,0.7534009218215942,Positive
8616643,2017-06-13,"It was a quiet place, just that its rather far from the shopping areas. But overall Eric is a great host, he helped me to explain the route to his place with the taxi driver so that i wont be lost. He answered all the queries well and as and when he still texts and ask if everything is good. Thank you. ",0.5744425058364868,Positive
53633961,2023-12-15,"I had a great time staying at N’Dee’s condo. Check in was extremely easy. The building is in modern and in a great location. Close to everything,  including public transport. The condo itself is in great condition and was very comfortable, perfect for my two week stay which involved both working remotely (from the condo) and some leisure time in BKK. There were a few minor requests made to N’Dee during my stay and I’m pleased to say, they were met quickly and efficiently and in a very friendly and polite way. Overall I would have no hesitation in recommending the condo to anyone looking to spend some time in Bkk and I would definitely consider staying there again in the future.",0.7853132486343384,Positive
2716261,2015-11-29,"The beginning wasn't that perfect due to some misunderstandings between me and the host.And then, everything just went very well . The location is amazing , it's in the centre of Bangkok , so it's very easy to get to some ""must see""places and it's also close to the BTS/ pier which is easy to get you to almost anywhere. The apartment is cosy and gets everything you need , Wash machine , microwave , AC , hairdryer and so on. And the last thing I have to say is about the host. She is very helpful and careful, she wrote a lot of details for us to not just get to the apartment , also to get to know where to go in Bangkok and how. And very lucky for us , we had a chance to have dinner with Nhing, and she made our trip even more unforgettable . I highly recommend her apartment and i definitely will book here again if I visit this city again.",0.21302254498004913,Positive
888110625870634843,2025-11-06,"Все було добре,жив у цих апартаментах місяць,інфраструктура кондо чудова,зал,коворкінг,усе на рівні.Сама квартира затишна,за свої гроші - ок;)",0.8460716605186462,Positive
45546446,2023-09-19,"Overall stay is very nice, the host is responsive and always helps to solve my issue. The bed is clean and very comfortable!! For recommendations, you might need to locate the next house when ordering the transportation becuz the exact location for this airbnb is incorrect in the transportation app such as Grab, Indrive and Bolt.<br/>Will back here to stay for my next trip!!",0.7402345538139343,Positive
17547345,2019-10-13,Awesome place! Always love staying here. Great amenities. My go to place when staying in Bangkok. Will be back soon. Thanks Nui!,0.9133762717247009,Positive
770846996579268639,2024-03-13,"Super logement, piscine incroyable<br/>Hôte super, très réactif et arrangeant.<br/>Très proche du métro.<br/>Je recommande très fortement !",0.9345121383666992,Positive
23318339,2019-01-05,很好，温馨。但是30层的游泳池，水温较凉，不敢下去,-0.20146752893924713,Negative
18191525,2019-08-19,"Diow's apartment welcomes you home the moment you step through the door. The apartment is unlike any other in its unique design. It accommodates 4-5 adults (1 Queen bed, 1 Single bed & a comfortable pull-out sofa).<br/>The apartment is located on the 27th floor, same level as the swimming pool. On the 36th storey is the viewing deck and a small library/lounge where you can relax.<br/>If hunger calls, the street downstairs offers a decent variety of food options. There are a couple of convenience marts along the same street, within 1-2minute walking distance to each other. The 7-11 is located just next to the apartment complex. A 5 minute walk takes you to a number of massage outlets to choose from.<br/>Location is perfect as it's within walking distance to Terminal 21 mall, Robinson, and Asoke BTS or Sukhumvit MRT.<br/>The host adds personal touches to commemorate the stay - bottled drinking water and soft drinks were provided for us in the refrigerator. Cup noodles were also provided in case one felt hungry in the middle of the night.<br/>I would definitely recommend Diow's apartment for anyone visiting Bangkok.",0.2771896719932556,Positive
53616400,2024-06-23,"The location is very convenient in Bangkok and the top floor view is amazing. Miu is responsive and friendly, gives us loads of great recommendations, overall a great experience.",0.9048459529876709,Positive
2413865,2023-02-06,"Attention, ne pas descendre à la station de métro ""Thailand Cultural Center"" comme indiqué sur l'itinéraire à suivre mais descendre à ""Suthissan"".<br/> Cela vous évitera bien des soucis. Perte de temps et fatigue en moins.",-0.7193259596824646,Negative
7764129,2018-10-24,"great stay, the other reviews already posted paint an accurate picture.  Danny helped me with a last minute change of plans.  Would stay here again.",0.8956294059753418,Positive
1364389018768090165,2025-05-08,The host was very welcoming. The place was beautiful,0.9233276844024658,Positive
1079815620483531416,2024-05-08,Good accommodation for travel !,0.7451781034469604,Positive
748344818278451955,2023-02-06,"One of the best places I have stayed in Bangkok!<br/>New apartment, clean and great location. Bed was comfortable and aircon worked well. Very good value. Khomsan was very polite and helped me with the luggage.<br/>Would love to stay here again!",0.869423508644104,Positive
796004536352759058,2025-07-01,The place is clean and neat just like the pictures. The area is nice and peacefully. Many things to do in the area. Many local businesses serving good food and beverages. If I have the chance I will rebook this host and the place.,0.8395545482635498,Positive
5347665,2025-12-28,"I was suppose to stay at this property for over a week and only stayed for ONE NIGHT! Me and this host communicated up to the last hour and they knew I was coming. When I arrived, the place was dirty with stained bedsheets used as a curtain and stained pee in the toilet. Like someone left it there for days. This felt like a slap in the face with no regards for the guest. They are mosquitoes all over the room and Property. There’s no hot water in the bathroom. When I notified the host about these issues, they did not fix the sanitary issues right away and asked me to wait till the next day. The host asked me to use the shared bathroom when that was not what I payed for. The next day they found out that hot water system in my room does not work at all. This place is more like a hostel. Grab bike will cost you around $5 dollars to go anywhere so location is bad. And to top it off ,  A lot of staring was going on. Not friendly towards black people.",-0.7136282324790955,Negative
858338,2024-01-11,"A lot of stairs , but good place to crash",0.16138246655464172,Positive
1180825298858688442,2025-10-08,"Very nice apartment close to train station and amenities. Clear instructions to get in and helpful with queries when asked. Rooftop pool was lovely. We enjoyed our stay, highly recommend. <br/>Thanks",0.8981351256370544,Positive
4863748,2016-12-12,房子设计太棒了。一楼公共区域就像充满生机的展览馆，喜欢拍照的话随便一个角落拍出来都很赞。房间是有点loft风格的，可惜房间里没有看到牙刷之类的，插座也只看到床边的一个稍显可惜。房东儿子的早餐很好吃，一家人都很nice。附近有7-11，去BTS差不多5分钟路程很方便，一般出行用grab泰国司机也可以很快的找到，去往暹罗广场打车差不多15分钟，总的来说，很推荐,0.36729106307029724,Positive
1793000,2016-07-02,"It was just a nice house, nice rooms and also a balcony. Would really recommend others to check in at this place. Not too far from anywhere in the city and really convenient transportation to and from the airport and the city",0.8467190265655518,Positive
44205723,2025-07-11,下次还来,0.14859595894813538,Positive
1063137268505378988,2025-09-11,good service,0.40316060185432434,Positive
17007746,2018-09-17,出发之前房东就写了长长的邮件告诉我怎么去住处。在距离目的地200米的地方居然遇到主动问我们去哪里的一位好心的阿姨，更意外的是她认识并且把我们送到了住处。很感谢！房间不大，但是很干净，洗手间比较宽敞。阳台可以晒衣服，可以看到不远处的寺庙，夜景很美！去大皇宫，考山路，唐人街都很近。走路或者双条车，双条车一定要还价，对半砍！,0.3035008907318115,Positive
732537267465743575,2025-09-17,"Clean place, easy check in instructions, clear & FAST communication!",0.7744166254997253,Positive
1595507591502555120,2026-02-22,非常好的体验！,0.8007904291152954,Positive
707762952134491248,2023-03-22,Lovely space,0.731020450592041,Positive
945433903074026130,2025-06-11,"Good location in the centre of Bangkok, great pool and facilities",0.8165814280509949,Positive
22475834,2024-07-06,It was overall a good place a bit far away from the store but it was worth it,0.7093997001647949,Positive
1164910881075394583,2025-05-11,Phongthep was awesome and so was his brother and mum . The place is perfect for a couple I’d say rather than two boys but I’m definitely get to my my girlfriend back here . Such great hosts and super awesome neighbourhood as well,0.8049722909927368,Positive
53140441,2023-01-07,"It's a fantastic peaceful place located near Bangkok hospital. The accommodation was spotless and amenities included were extremely thoughtful. It might not be the place for you if you are looking to be in walking distance to the transit network (BTS, MRT and Airport link); I'd recommend renting a motorbike if staying long-term (as I did). There's plenty of things around within walking distance: i.e., Bangkok hospital complex (7-eleven, numerous coffee shops, fast food joints), Thai food places.<br/>The hosts were extremely professional and responsive to any issues (i.e., things resolved within minutes).",0.7054708003997803,Positive
703986211828910431,2023-03-30,details should also include no lift only stairs. not suitable for old people.,-0.7792033553123474,Negative
989054994454309387,2025-10-04,good. location is centrally located... overall nice,0.8067382574081421,Positive
750391908732827657,2024-10-26,"Our stay here was great, made us feel comfortable and secure right away. A great start to our 3 month SE Asian adventure!",0.9325715899467468,Positive
1195537977744254800,2026-05-19,很棒的体验！离我们的演唱会场馆很近！,0.8474768400192261,Positive
678656941071637668,2023-02-10,很好,0.14382857084274292,Positive
1389573381065822858,2025-11-02,"Very charming and chic place, private and quiet neighbourhood with one of the top Spa places in Bangkok right on the doorstep. The host is responsive with clear instructions and the place has lots of space perfect for a group upto 7-8 people. Strongly recommended",0.8179753422737122,Positive
21636719,2023-11-24,The apartment was beautiful and quiet but lots of restaurants around and very convenient. The host was really helpful and quick responsive. Will come again for my future visits,0.8944982886314392,Positive
1353226522559873668,2025-05-08,部屋の物は全て綺麗で揃っています。長期で泊まる場合は前日に言えばいつでも清掃が来てくれて部屋を綺麗に保ってくれます。<br/>サウナとプールやジムもあるので快適に過ごせました！,0.8561548590660095,Positive
783817312247334259,2025-05-13,"KK’s place was very nice, conveniently located and she was very responsive to our needs. Great view from her place. We would highly recommend her place and would return. Thank you for hosting us.",0.9166586399078369,Positive
954668834595343091,2025-11-04,"Highly recommend this stay, convenient location and spacious living area. The bedrooms and bathrooms were clean and comfortable. I will book this place again when I come back to Bangkok :)",0.9006150364875793,Positive
1087427516327584126,2024-06-16,ห้องพักสวยมาก,0.8164603114128113,Positive
1028316915669566531,2025-06-14,"Excellent, very easy.",0.850988507270813,Positive
45320696,2022-12-24,Good central location off Sukhumvit road close to terminal 21 mall. Decent sized studio room for one or two people. Good communication with host.,0.6761127710342407,Positive
22511441,2022-08-27,"beautiful bangkok hide away on the canalfront in a miraculous garden full of beauty & blossom. A little Tiny House full peace & contentment, served by the local warm hospitality of a beautiful daughter & her loving mother. grateful for the nourishing experience of bangkok's tranquility in great hospitality",0.7561513185501099,Positive
3444406,2023-04-16,"I wanted to stay for a five-week period, and unfortunately, I had some issues with the accommodation. The apartment did not have proper blinds, which caused me to wake up early each morning, and the air conditioning was insufficient for the warm weather, making it difficult to work and sleep properly.<br/>However, I am very pleased with the way that the host and Airbnb handled the situation. I contacted the host to express my concerns, and he was willing to offer a refund for the remaining days of my stay, which was much appreciated.<br/>Although my experience with the apartment was not ideal, I am grateful for the way that the host handled the situation and worked towards finding a satisfactory solution. I would recommend this host as he demonstrated excellent customer service and a willingness to address any concerns.",-0.5491604804992676,Negative
